流水號;授課對象;課號;班次;課程名稱查看課程大綱，請點選課程名稱;簡介影片;學分;課程識別碼;全/半年;必/選修;授課教師;加選方式;時間教室;總人數;選課限制條件;備註;課程網頁;本學期我預計要選的課程
;化學系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;地理系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;心理系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;人類系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;數學系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。週一單週上課。;;
;大氣系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;經濟系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;政治系政論組;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;政治系國關組;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;社工系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;藥學系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;物治系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;醫學系;Common1012;;國文領域;;3.0;000 10120;半年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;職治系;Common1012;;國文領域;;3.0;000 10120;全年;必帶;;;;48;本校修課人數上限：48人;參閱共同必修課程時間表。週一單週上課。;;
;醫技系;Common1012;;國文領域;;3.0;000 10120;全年;必帶;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;護理系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;化工系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;材料系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;機械系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;土木系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;農藝系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;農化系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;植微系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;生物機電系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;工管系企管組;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;公衛系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;會計系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;財金系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;資管系;Common1012;;國文領域;;3.0;000 10120;全年;必帶;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;法律系司法組;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;資工系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;法律系法學組;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;生技系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;生科系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;30;本校修課人數上限：30人;參閱共同必修課程時間表。週一單週上課。;;
;法律系財法組;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;地質系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;哲學系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;社會系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;圖資系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;國企系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;日文系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;物理系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。週一單週上課。;;
;戲劇系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;外文系;Common1012;;國文領域;;3.0;000 10120;全年;必修;;;;15;本校修課人數上限：15人;初選不開放。參閱共同必修課程時間表。;;
;中文系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;初選不開放。參閱外文領域課程時間表;;
;物理系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;圖資系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;50;本校修課人數上限：50人;請參閱外文領域時間表;;
;社會系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;45;本校修課人數上限：45人;請參閱共同必修時間表。;;
;地理系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;50;本校修課人數上限：50人;參閱外文領域課程時間表;;
;哲學系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;法律系財法組;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;生技系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表,與英文領域擇一修習,外文領域可跨院選修。;;
;法律系法學組;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;資工系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表;;
;法律系司法組;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;財金系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表。;;
;國企系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表與相關規定;;
;會計系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;工管系企管組;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;50;本校修課人數上限：50人;參閱外文領域課程時間表。;;
;生物機電系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表;;
;昆蟲系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表;;
;園藝系;Common1010;;外文領域下;;3.0;000 20002;全年;必帶;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表。;;
;生傳發展系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;土木系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;機械系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表，請避免全年課程與大一下普通化學實驗衝堂。;;
;醫工系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;化工系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;醫技系;Common1010;;外文領域下;;3.0;000 20002;全年;必帶;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;物治系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;社工系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;經濟系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;大氣系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表;;
;數學系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修課程時間表。;;
;人類系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;農經系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;歷史系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;生科系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;請參閱外文領域分班編組課程時間表。與英文領域擇一修習。;;
;工管系科管組;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;50;本校修課人數上限：50人;參閱外文領域課程時間表。;;
;森林環資系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;1;本校修課人數上限：1人;參閱外文領域課程時間表。;;
;動科系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;獸醫系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;45;本校修課人數上限：45人;參閱外文領域課程時間表;;
;工科海洋系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱共同必修領域課表;;
;生工系;Common1010;;外文領域下;;3.0;000 20002;全年;必修;;;;100;本校修課人數上限：100人;參閱外文領域課程時間表;;
;護理系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;化學系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;心理系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;政治系政論組;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修英文領域課程時間表。;;
;藥學系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修領域課表週一雙週上課。;;
;政治系國關組;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修英文領域課程時間表。;;
;社工系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;45;本校修課人數上限：45人;參閱共同必修課程時間表。;;
;政治系公行組;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修英文領域課程時間表。;;
;職治系;Common1004;;英文領域下;;3.0;000 30002;全年;必帶;;;;100;本校修課人數上限：100人;參閱英文領域課程時間表;;
;牙醫系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表。;;
;材料系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;上課時間二@56或二56四2,依學號單雙號分班並由註冊組預先帶入班次.與社科院併班上課.;;
;農藝系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;35;本校修課人數上限：35人;參閱共同必修課程時間表;;
;植微系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;公衛系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
;資管系;Common1004;;英文領域下;;3.0;000 30002;全年;必帶;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表。;;
;生技系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表, 與外文領域擇一修習。;;
;生科系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;35;本校修課人數上限：35人;請參閱英文領域分班編組課程時間表。與外文領域擇一修習。;;
;地質系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;圖資系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱英文領域課程時間表;;
;社會系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;請參閱共同必修時間表。;;
;日文系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;40;本校修課人數上限：40人;參閱共同必修課程時間表;;
;農化系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;35;本校修課人數上限：35人;參閱共同必修課程時間表。僑、外生選修星期二789堂之課程;;
;戲劇系;Common1004;;英文領域下;;3.0;000 30002;全年;必修;;;;50;本校修課人數上限：50人;參閱共同必修課程時間表;;
97001;;PE2003;46;體適能(一);;1.0;002 50020;半年;必修;蔡秀華;2;三3,4(綜館技擊AB);44;專項運動學群 且 限女生,本校修課人數上限：44人;請自備乾淨球鞋。上課場地：綜管技擊ABC。;;
97002;;PE2003;J7;體適能(一);;1.0;002 50020;半年;必修;王翊澤;2;一3,4(綜館韻律室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97003;;PE2003;J8;體適能(一);;1.0;002 50020;半年;必修;王翊澤;2;四3,4(綜館韻律室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97004;;PE1007;D3;適應體育(生理班);;1.0;002 50080;半年;必修;黃英哲;2;五6,7(綜館柔道室);15;專項運動學群,本校修課人數上限：15人;需附醫師證明。請自備乾淨球鞋。;;
97005;;PE1005;38;適應體育(肢體班);;1.0;002 50090;半年;必修;林信甫;2;四6,7(適應體育R);10;專項運動學群,本校修課人數上限：10人;需附醫師證明。請自備乾淨球鞋。;;
97006;;PE2028;70;現代舞;;1.0;002 50290;半年;必修;李文心;2;一6,7(綜館韻律室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97007;;PE2028;71;現代舞;;1.0;002 50290;半年;必修;李文心;2;二6,7(綜館韻律室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97008;;PE2028;72;現代舞;;1.0;002 50290;半年;必修;李文心;2;二8,9(綜館韻律室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97009;;PE2028;74;現代舞;;1.0;002 50290;半年;必修;李文心;2;一8,9(綜館韻律室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97010;;PE2030;H5;標準舞;;1.0;002 50310;半年;必修;王學富;2;三6,7(綜館舞蹈室);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97011;;PE2030;H6;標準舞;;1.0;002 50310;半年;必修;王學富;2;三8,9(綜館舞蹈室);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97012;;PE2034;23;太極劍;;1.0;002 50370;半年;必修;游添燈;2;三1,2(綜館技擊AB);60;專項運動學群,本校修課人數上限：60人;請自備乾淨球鞋。;;
97013;;PE2036;19;太極拳初級;;1.0;002 50390;半年;必修;游添燈;2;一1,2(綜館技擊AB);60;專項運動學群,本校修課人數上限：60人;請自備乾淨球鞋。;;
97014;;PE2036;20;太極拳初級;;1.0;002 50390;半年;必修;游添燈;2;一3,4(綜館技擊AB);60;專項運動學群,本校修課人數上限：60人;請自備乾淨球鞋。;;
97015;;PE2036;21;太極拳初級;;1.0;002 50390;半年;必修;游添燈;2;二1,2(綜館技擊AB);60;專項運動學群,本校修課人數上限：60人;請自備乾淨球鞋。;;
97016;;PE2036;22;太極拳初級;;1.0;002 50390;半年;必修;游添燈;2;二3,4(綜館技擊AB);60;專項運動學群,本校修課人數上限：60人;請自備乾淨球鞋。;;
97017;;PE2041;16;柔道初級;;1.0;002 50440;半年;必修;黃國恩;2;二1,2(綜館柔道室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97018;;PE2041;17;柔道初級;;1.0;002 50440;半年;必修;黃國恩;2;三1,2(綜館柔道室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97019;;PE2041;18;柔道初級;;1.0;002 50440;半年;必修;黃國恩;2;三3,4(綜館柔道室);40;專項運動學群,本校修課人數上限：40人;請自備乾淨球鞋。;;
97020;;PE5002;10;手球中級;;1.0;002 50570;半年;必修;黃欽永;2;一8,9(舊館羽球場);48;專項運動學群,本校修課人數上限：48人;歡迎從未接觸手球的同學選修。;;
97021;;PE5002;C2;手球中級;;1.0;002 50570;半年;必修;許君恆;2;五3,4(舊館羽球場);50;專項運動學群,本校修課人數上限：50人;歡迎從未接觸手球的同學選修。;;
97022;;PE2050;B8;手球初級;;1.0;002 50580;半年;必修;許君恆;2;三6,7(人工草皮球場);36;專項運動學群,本校修課人數上限：36人;;;
97023;;PE2050;C1;手球初級;;1.0;002 50580;半年;必修;許君恆;2;四6,7(人工草皮球場);36;專項運動學群,本校修課人數上限：36人;;;
97171;;PE2051;N3;女手球校隊;;1.0;002 50590;半年;選修;許君恆;2;一A,B,C,D(請洽系所辦)  三A,B,C,D(請洽系所辦);40;限女生,本校修課人數上限：40人;限校隊學生。上課地點：(一)體育館羽球場；(二)綜館多功能。;;
97172;;PE2052;K4;男手球校隊;;1.0;002 50600;半年;選修;黃欽永;2;一A,B,C,D(舊館羽球場)三A,B,C,D(綜館多功能);40;限男生,本校修課人數上限：40人;限校隊學生。;;
97024;;PE2053;64;游泳初級;;1.0;002 50630;半年;必修;胡林煥;2;一1,2(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97025;;PE2053;65;游泳初級;;1.0;002 50630;半年;必修;胡林煥;2;一3,4(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97026;;PE2053;A8;游泳初級;;1.0;002 50630;半年;必修;林謙如;2;五6,7(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97027;;PE2053;B4;游泳初級;;1.0;002 50630;半年;必修;吳明翰;2;五1,2(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97028;;PE2053;B5;游泳初級;;1.0;002 50630;半年;必修;吳明翰;2;五3,4(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97029;;PE2053;B6;游泳初級;;1.0;002 50630;半年;必修;許君恆;2;二3,4(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97030;;PE2053;B7;游泳初級;;1.0;002 50630;半年;必修;許君恆;2;三3,4(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97031;;PE2053;B9;游泳初級;;1.0;002 50630;半年;必修;許君恆;2;四3,4(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97032;;PE2053;C3;游泳初級;;1.0;002 50630;半年;必修;陳逸杰;2;四1,2(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97033;;PE2053;C4;游泳初級;;1.0;002 50630;半年;必修;陳逸杰;2;一8,9(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97034;;PE2053;G1;游泳初級;;1.0;002 50630;半年;必修;詹俊成;2;四6,7(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97035;;PE2053;G2;游泳初級;;1.0;002 50630;半年;必修;詹俊成;2;四8,9(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97036;;PE2054;A4;游泳中級;;1.0;002 50640;半年;必修;林謙如;2;二8,9(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;須具備初級游泳能力(蛙式、自由式50m以上的距離)。;;
97037;;PE2054;A5;游泳中級;;1.0;002 50640;半年;必修;林謙如;2;三6,7(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;須具備初級游泳能力(蛙式、自由式50m以上的距離)。;;
97038;;PE2054;A6;游泳中級;;1.0;002 50640;半年;必修;林謙如;2;三8,9(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;須具備中級基本能力(蝶式25m及蛙式、仰式、自由式50m以上距離)。;;
97039;;PE2055;D4;水球;;1.0;002 50650;半年;必修;黃英哲;2;五8,9(綜館游泳池);40;專項運動學群,本校修課人數上限：40人;;;
97173;;PE2058;N1;女游泳校隊;;1.0;002 50680;半年;選修;林謙如;2;一10,A(請洽系所辦)  二10,A(請洽系所辦)  三10,A(請洽系所辦)  四10,A(請洽系所辦)  五10,A(請洽系所辦)  六10,A(請洽系所辦);40;限女生,本校修課人數上限：40人;限校隊學生。上課地點：戶外游泳池。;;
97174;;PE2059;M9;男游泳校隊;;1.0;002 50690;半年;選修;林謙如;2;一10,A(戶外游泳池)二10,A(戶外游泳池)三10,A(戶外游泳池)四10,A(戶外游泳池)五10,A(戶外游泳池)六10,A(戶外游泳池);40;限男生,本校修課人數上限：40人;限校隊學生。;;
97040;;PE2061;43;田徑與慢跑;;1.0;002 50730;半年;必修;簡坤鐘;2;三1,2(人工草皮球場);40;專項運動學群,本校修課人數上限：40人;;;
97175;;PE2062;K8;女田徑校隊;;1.0;002 50740;半年;選修;蔡秀華;2;一A,B(請洽系所辦)  四A,B(請洽系所辦);40;本校修課人數上限：40人;限校隊學生。上課地點：田徑場。;;
97176;;PE2063;K7;男田徑校隊;;1.0;002 50750;半年;選修;簡坤鐘;2;一A,B,C(田徑場)二A,B,C(田徑場)四A,B,C,D(田徑場);40;本校修課人數上限：40人;限校隊學生。;;
97041;;PE2064;02;羽球初級;;1.0;002 50780;半年;必修;李坤培;2;四6,7(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97042;;PE2064;04;羽球初級;;1.0;002 50780;半年;必修;陳美莉;2;二1,2(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97043;;PE2064;05;羽球初級;;1.0;002 50780;半年;必修;陳美莉;2;二3,4(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97044;;PE2064;06;羽球初級;;1.0;002 50780;半年;必修;陳美莉;2;三1,2(舊館羽球場);36;專項運動學群,本校修課人數上限：36人;請自備乾淨球鞋。;;
97045;;PE2064;07;羽球初級;;1.0;002 50780;半年;必修;陳美莉;2;三3,4(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97046;;PE2064;09;羽球初級;;1.0;002 50780;半年;必修;黃欽永;2;一6,7(舊館羽球場);36;專項運動學群,本校修課人數上限：36人;請自備乾淨球鞋。;;
97047;;PE2064;12;羽球初級;;1.0;002 50780;半年;必修;黃欽永;2;三6,7(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97048;;PE2064;13;羽球初級;;1.0;002 50780;半年;必修;黃欽永;2;三8,9(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97049;;PE2064;14;羽球初級;;1.0;002 50780;半年;必修;黃國恩;2;一1,2((醫)館1F);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97050;;PE2064;15;羽球初級;;1.0;002 50780;半年;必修;黃國恩;2;一3,4((醫)館1F);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97051;;PE2064;54;羽球初級;;1.0;002 50780;半年;必修;呂碧琴;2;一1,2(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97052;;PE2064;55;羽球初級;;1.0;002 50780;半年;必修;呂碧琴;2;一3,4(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97053;;PE2064;73;羽球初級;;1.0;002 50780;半年;必修;李文心;2;三1,2(綜館多功能);48;專項運動學群,本校修課人數上限：48人;請自備乾淨球鞋。;;
97054;;PE2064;76;羽球初級;;1.0;002 50780;半年;必修;連家瑩;2;二3,4(舊館羽球場);36;專項運動學群,本校修課人數上限：36人;本課程以英語授課。請自備乾淨球鞋。;;
